id	filename	md5	size
5e249431-abb2-49b9-a973-afb1c4b16db9	TARGET-OS-BrazilCases_methylationArray_Metadata_PUBLIC_20220211.tar.gz	faabbd58cd61d0335b66390e574ef7b7	19558
055ba707-b4c4-4002-ba77-b8d162768936	TARGET-OS-BrazilCases_miRNApcr_Level1Data_PUBLIC_20220211.tar.gz	595b9a1aab844816d8050f7869f75ebb	481826
53e8048e-d967-455f-bc58-aaa110800085	TARGET-OS-BrazilCases_miRNApcr_Level2Data_PUBLIC_20220211.tar.gz	d1775a381aee9ba2c8780e23fbef4b0b	40276
a6a682b8-8c6e-47a9-a2cf-c260b8ffff1c	TARGET-OS-BrazilCases_miRNApcr_Metadata_PUBLIC_20220211.tar.gz	4e95fcbf5a0e4061fb36e8537048ef45	23975
e6fb8652-30d9-40c8-891f-230d85514933	TARGET-OS-TorontoCases_copyNumberArray_Level3Data_PUBLIC_20220211.tar.gz	f684daedabd15902aea6081426696087	124000
05b04146-0735-4806-b247-f99ab78ba7d5	TARGET-OS-TorontoCases_copyNumberArray_Metadata_PUBLIC_20220211.tar.gz	7f9a8f46a8faae87b52ba253b07e4dff	25865
5511276c-d029-4005-9ec2-f122a45f31a5	TARGET-OS-TorontoCases_geneExpressionArray_Metadata_PUBLIC_20220211.tar.gz	91fbdf31aad027a26e44ae017a9946b8	20302
97ae51b4-cfdd-4bd7-b234-cd1143bc9422	TARGET-OS-TorontoCases_methylationArray_Level2Data_PUBLIC_20220211.tar.gz	58b9672740ae54779e61c9c12453e80c	150787919
93582415-fd9d-4aa6-8524-e54f60821405	TARGET-OS-TorontoCases_methylationArray_Level3Data_PUBLIC_20220211.tar.gz	47ed16dd014f72895f26cdf0b9a37269	104328025
3e4931c8-df93-41d2-a22f-69582f9bf262	TARGET-OS-TorontoCases_methylationArray_Metadata_PUBLIC_20220211.tar.gz	1fcb3e696da691085bf624cc82d374f4	19767
0bc8e1a1-7dda-42bc-97d9-b9365de1b829	TARGET-OS-TorontoCases_miRNApcr_Level1Data_PUBLIC_20220211.tar.gz	544c21059c7d80e9fb51960b91aa4235	89155
5af3f948-b052-4419-9891-30221066abdb	TARGET-OS-TorontoCases_miRNApcr_Level2Data_PUBLIC_20220211.tar.gz	e25728aa1747496b10832d34a9c5de2d	47706
1d30fe00-2e45-4a03-b4af-8ca9b57013be	TARGET-OS-TorontoCases_miRNApcr_Metadata_PUBLIC_20220211.tar.gz	c894e33d165f1b0df3fafdc6b911e31f	22101
75a12c14-6dd1-4b36-a4d5-96949c96a78d	TARGET-OS-TorontoCases_mRNAseq_Level3Data_PUBLIC_20220211.tar.gz	fc8c0c060178efcb96fd8faf7becdde8	6388523
ce41be77-de43-40d8-941f-95d96e062df9	TARGET-OS-TorontoCases_mRNAseq_Metadata_PUBLIC_20220211.tar.gz	d7fb251412882d441855b34b110a45a9	2710
782c7243-8cda-426f-8acc-ca605a50f2bb	TARGET-OS-TorontoCases_WXS_Metadata_PUBLIC_20220211.tar.gz	abccd550113d2d9067d5b2ecbb1d6692	3277
